브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
리틀꼬마김밥,조은앤푸드,1,1,0,0,0,"0
(0.00)","0
(0.00)"
무공돈까스,(주)오름에프씨,1,1,0,0,0,"0
(0.00)","0
(0.00)"
평이담백,뼈칼국수,(주)네오플레이트,1,1,0,0,0,"0
(0.00)","0
(0.00)"
토스트앤후르츠,가지많은나무,1,0,0,1,0,"0
(0.00)","0
(0.00)"
김싱싱밥고슬,(주)에땅,0,0,0,0,0,"0
(0.00)","0
(0.00)"
꽈백최선생,(주)최선생,0,0,0,0,0,"0
(0.00)","0
(0.00)"
조아저씨김밥,조아저씨김밥,0,0,0,0,0,"0
(0.00)","0
(0.00)"
씨앗호떡,(주)에스엔인더스트리,0,0,0,0,0,"0
(0.00)","0
(0.00)"
보슬보슬,(주)다이닝팩토리,0,0,0,0,0,"0
(0.00)","0
(0.00)"
The,청춘키친,청춘컴퍼니,0,0,0,0,0,"0
(0.00)","0
(0.00)"
왕비돈까스,(주)제이비패밀리,0,0,0,0,0,"0
(0.00)","0
(0.00)"
알떡,알찬떡볶이,0,0,0,0,0,"0
(0.00)","0
(0.00)"
홍그리,떡볶이,(주)케이프렌즈,0,0,0,0,0,"0
(0.00)","0
(0.00)"
갱스터,떡볶이,다우에프앤비(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
브이떡볶이126,(주)남강푸드시스템,0,0,0,0,0,"0
(0.00)","0
(0.00)"
기묘한,떡볶이,태민푸드,0,0,0,0,0,"0
(0.00)","0
(0.00)"
부엌19.83,(주)송쓰제너레이션,0,0,0,0,0,"0
(0.00)","0
(0.00)"
김만희떡볶이,김만희떡볶이,0,0,0,0,0,"0
(0.00)","0
(0.00)"
윤옥연할매떡볶이,(주)참조은,0,0,0,0,0,"0
(0.00)","0
(0.00)"
델리칸,포맨컴퍼니,0,0,0,0,0,"0
(0.00)","0
(0.00)"
한신우동,한신우동,0,0,0,0,0,"0
(0.00)","0
(0.00)"
악동통큰떡볶이,악동통큰떡볶이(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
석관동놀러오새우,석관동놀러오새우,0,0,0,0,0,"0
(0.00)","0
(0.00)"
오마이카츠,(주)축제의나라,0,0,0,0,0,"0
(0.00)","0
(0.00)"
컵하우스,컵하우스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
90년생,언니네,떡볶이,(주)미트더석세스,0,0,0,0,0,"0
(0.00)","0
(0.00)"
옆집떡볶이,핫넥스트도어,0,0,0,0,0,"0
(0.00)","0
(0.00)"
돈가스부띄크,(주)호경에프씨,0,0,0,0,0,"0
(0.00)","0
(0.00)"
고미고미,고미고미,0,0,0,0,0,"0
(0.00)","0
(0.00)"
썸마이,떡볶이,오에이치,0,0,0,0,0,"0
(0.00)","0
(0.00)"
